t,event_title,city,target_date,market_id,slug,question,outcomes,prices,volume,neg_risk,fc_gfs_c,fc_ecmwf_c,fc_icon_c
1788187733.7,Highest temperature in Paris on August 31?,Paris,2026-08-31,3967380,highest-temperature-in-paris-on-august-31-2026-21c,Will the highest temperature in Paris be 21°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",2181.462263,1,23.3,23.0,23.4
1788187733.7,Highest temperature in Paris on August 31?,Paris,2026-08-31,3967381,highest-temperature-in-paris-on-august-31-2026-22c,Will the highest temperature in Paris be 22°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",11975.131484999996,1,23.3,23.0,23.4
1788187733.7,Highest temperature in Paris on August 31?,Paris,2026-08-31,3967382,highest-temperature-in-paris-on-august-31-2026-23c,Will the highest temperature in Paris be 23°C on August 31?,"[""Yes"", ""No""]","[""0.885"", ""0.115""]",11530.965300999998,1,23.3,23.0,23.4
1788187733.7,Highest temperature in Paris on August 31?,Paris,2026-08-31,3967383,highest-temperature-in-paris-on-august-31-2026-24c,Will the highest temperature in Paris be 24°C on August 31?,"[""Yes"", ""No""]","[""0.145"", ""0.855""]",8439.115496999999,1,23.3,23.0,23.4
1788187733.7,Highest temperature in Paris on August 31?,Paris,2026-08-31,3967384,highest-temperature-in-paris-on-august-31-2026-25c,Will the highest temperature in Paris be 25°C on August 31?,"[""Yes"", ""No""]","[""0.0045"", ""0.9955""]",8298.812813999999,1,23.3,23.0,23.4
1788187733.7,Highest temperature in Paris on August 31?,Paris,2026-08-31,3967385,highest-temperature-in-paris-on-august-31-2026-26c,Will the highest temperature in Paris be 26°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",3363.106809,1,23.3,23.0,23.4
1788187733.7,Highest temperature in Paris on August 31?,Paris,2026-08-31,3967386,highest-temperature-in-paris-on-august-31-2026-27c,Will the highest temperature in Paris be 27°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1435.729133,1,23.3,23.0,23.4
1788187733.7,Highest temperature in Paris on August 31?,Paris,2026-08-31,3967387,highest-temperature-in-paris-on-august-31-2026-28c,Will the highest temperature in Paris be 28°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1312.3519999999999,1,23.3,23.0,23.4
1788187733.7,Highest temperature in Paris on August 31?,Paris,2026-08-31,3967388,highest-temperature-in-paris-on-august-31-2026-29corhigher,Will the highest temperature in Paris be 29°C or higher on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1397.874313,1,23.3,23.0,23.4
1788187733.7,Highest temperature in Seoul (Incheon) on August 31?,Seoul (Incheon),2026-08-31,3967389,highest-temperature-in-seoul-on-august-31-2026-19corbelow,Will the highest temperature in Seoul (Incheon) be 19°C or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",13334.335923,1,,,
1788187733.7,Highest temperature in Seoul (Incheon) on August 31?,Seoul (Incheon),2026-08-31,3967390,highest-temperature-in-seoul-on-august-31-2026-20c,Will the highest temperature in Seoul (Incheon) be 20°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",260.997,1,,,
1788187733.7,Highest temperature in Seoul (Incheon) on August 31?,Seoul (Incheon),2026-08-31,3967391,highest-temperature-in-seoul-on-august-31-2026-21c,Will the highest temperature in Seoul (Incheon) be 21°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",524,1,,,
1788187733.7,Highest temperature in Seoul (Incheon) on August 31?,Seoul (Incheon),2026-08-31,3967392,highest-temperature-in-seoul-on-august-31-2026-22c,Will the highest temperature in Seoul (Incheon) be 22°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",2504.574196,1,,,
1788187733.7,Highest temperature in Seoul (Incheon) on August 31?,Seoul (Incheon),2026-08-31,3967393,highest-temperature-in-seoul-on-august-31-2026-23c,Will the highest temperature in Seoul (Incheon) be 23°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",3122.4913659999997,1,,,
1788187733.7,Highest temperature in Seoul (Incheon) on August 31?,Seoul (Incheon),2026-08-31,3967394,highest-temperature-in-seoul-on-august-31-2026-24c,Will the highest temperature in Seoul (Incheon) be 24°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",17530.110953,1,,,
1788187733.7,Highest temperature in Seoul (Incheon) on August 31?,Seoul (Incheon),2026-08-31,3967395,highest-temperature-in-seoul-on-august-31-2026-25c,Will the highest temperature in Seoul (Incheon) be 25°C on August 31?,"[""Yes"", ""No""]","[""0.998"", ""0.002""]",34033.80099700001,1,,,
1788187733.7,Highest temperature in Seoul (Incheon) on August 31?,Seoul (Incheon),2026-08-31,3967396,highest-temperature-in-seoul-on-august-31-2026-26c,Will the highest temperature in Seoul (Incheon) be 26°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",12093.001019000001,1,,,
1788187733.7,Highest temperature in Seoul (Incheon) on August 31?,Seoul (Incheon),2026-08-31,3967397,highest-temperature-in-seoul-on-august-31-2026-27c,Will the highest temperature in Seoul (Incheon) be 27°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",9556.184109000002,1,,,
1788187733.7,Highest temperature in Seoul (Incheon) on August 31?,Seoul (Incheon),2026-08-31,3967398,highest-temperature-in-seoul-on-august-31-2026-28c,Will the highest temperature in Seoul (Incheon) be 28°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",6199.752042,1,,,
1788187733.7,Highest temperature in Seoul (Incheon) on August 31?,Seoul (Incheon),2026-08-31,3967399,highest-temperature-in-seoul-on-august-31-2026-29corhigher,Will the highest temperature in Seoul (Incheon) be 29°C or higher on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",3688.8710620000006,1,,,
1788187733.7,Highest temperature in Ankara on August 31?,Ankara,2026-08-31,3967400,highest-temperature-in-ankara-on-august-31-2026-24corbelow,Will the highest temperature in Ankara be 24°C or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",449.18498999999997,1,29.1,29.5,27.5
1788187733.7,Highest temperature in Ankara on August 31?,Ankara,2026-08-31,3967401,highest-temperature-in-ankara-on-august-31-2026-25c,Will the highest temperature in Ankara be 25°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",635.073066,1,29.1,29.5,27.5
1788187733.7,Highest temperature in Ankara on August 31?,Ankara,2026-08-31,3967402,highest-temperature-in-ankara-on-august-31-2026-26c,Will the highest temperature in Ankara be 26°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1762.903083,1,29.1,29.5,27.5
1788187733.7,Highest temperature in Ankara on August 31?,Ankara,2026-08-31,3967403,highest-temperature-in-ankara-on-august-31-2026-27c,Will the highest temperature in Ankara be 27°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",6030.069066,1,29.1,29.5,27.5
1788187733.7,Highest temperature in Ankara on August 31?,Ankara,2026-08-31,3967404,highest-temperature-in-ankara-on-august-31-2026-28c,Will the highest temperature in Ankara be 28°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",8270.74705,1,29.1,29.5,27.5
1788187733.7,Highest temperature in Ankara on August 31?,Ankara,2026-08-31,3967405,highest-temperature-in-ankara-on-august-31-2026-29c,Will the highest temperature in Ankara be 29°C on August 31?,"[""Yes"", ""No""]","[""0.975"", ""0.025""]",7223.504163,1,29.1,29.5,27.5
1788187733.7,Highest temperature in Ankara on August 31?,Ankara,2026-08-31,3967406,highest-temperature-in-ankara-on-august-31-2026-30c,Will the highest temperature in Ankara be 30°C on August 31?,"[""Yes"", ""No""]","[""0.0275"", ""0.9725""]",3482.0445329999993,1,29.1,29.5,27.5
1788187733.7,Highest temperature in Ankara on August 31?,Ankara,2026-08-31,3967407,highest-temperature-in-ankara-on-august-31-2026-31c,Will the highest temperature in Ankara be 31°C on August 31?,"[""Yes"", ""No""]","[""0.0015"", ""0.9985""]",965.216215,1,29.1,29.5,27.5
1788187733.7,Highest temperature in Ankara on August 31?,Ankara,2026-08-31,3967408,highest-temperature-in-ankara-on-august-31-2026-32c,Will the highest temperature in Ankara be 32°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",129.982,1,29.1,29.5,27.5
1788187733.7,Highest temperature in Ankara on August 31?,Ankara,2026-08-31,3967409,highest-temperature-in-ankara-on-august-31-2026-33c,Will the highest temperature in Ankara be 33°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",151.111,1,29.1,29.5,27.5
1788187733.7,Highest temperature in Ankara on August 31?,Ankara,2026-08-31,3967410,highest-temperature-in-ankara-on-august-31-2026-34corhigher,Will the highest temperature in Ankara be 34°C or higher on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",285.995,1,29.1,29.5,27.5
1788187733.7,Highest temperature in Lucknow on August 31?,Lucknow,2026-08-31,3967422,highest-temperature-in-lucknow-on-august-31-2026-24corbelow,Will the highest temperature in Lucknow be 24°C or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",292.953,1,35.3,31.1,31.1
1788187733.7,Highest temperature in Lucknow on August 31?,Lucknow,2026-08-31,3967423,highest-temperature-in-lucknow-on-august-31-2026-25c,Will the highest temperature in Lucknow be 25°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",295.96,1,35.3,31.1,31.1
1788187733.7,Highest temperature in Lucknow on August 31?,Lucknow,2026-08-31,3967424,highest-temperature-in-lucknow-on-august-31-2026-26c,Will the highest temperature in Lucknow be 26°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",395.97999999999996,1,35.3,31.1,31.1
1788187733.7,Highest temperature in Lucknow on August 31?,Lucknow,2026-08-31,3967425,highest-temperature-in-lucknow-on-august-31-2026-27c,Will the highest temperature in Lucknow be 27°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",267.9368,1,35.3,31.1,31.1
1788187733.7,Highest temperature in Lucknow on August 31?,Lucknow,2026-08-31,3967426,highest-temperature-in-lucknow-on-august-31-2026-28c,Will the highest temperature in Lucknow be 28°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",427.68175300000007,1,35.3,31.1,31.1
1788187733.7,Highest temperature in Lucknow on August 31?,Lucknow,2026-08-31,3967427,highest-temperature-in-lucknow-on-august-31-2026-29c,Will the highest temperature in Lucknow be 29°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",5866.474994,1,35.3,31.1,31.1
1788187733.7,Highest temperature in Lucknow on August 31?,Lucknow,2026-08-31,3967428,highest-temperature-in-lucknow-on-august-31-2026-30c,Will the highest temperature in Lucknow be 30°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",4627.640888000001,1,35.3,31.1,31.1
1788187733.7,Highest temperature in Lucknow on August 31?,Lucknow,2026-08-31,3967429,highest-temperature-in-lucknow-on-august-31-2026-31c,Will the highest temperature in Lucknow be 31°C on August 31?,"[""Yes"", ""No""]","[""0.9995"", ""0.0005""]",1709.4003129999999,1,35.3,31.1,31.1
1788187733.7,Highest temperature in Lucknow on August 31?,Lucknow,2026-08-31,3967430,highest-temperature-in-lucknow-on-august-31-2026-32c,Will the highest temperature in Lucknow be 32°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",2910.2935629999997,1,35.3,31.1,31.1
1788187733.7,Highest temperature in Lucknow on August 31?,Lucknow,2026-08-31,3967431,highest-temperature-in-lucknow-on-august-31-2026-33c,Will the highest temperature in Lucknow be 33°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",2820.675848,1,35.3,31.1,31.1
1788187733.7,Highest temperature in Lucknow on August 31?,Lucknow,2026-08-31,3967432,highest-temperature-in-lucknow-on-august-31-2026-34corhigher,Will the highest temperature in Lucknow be 34°C or higher on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",2403.5959940000002,1,35.3,31.1,31.1
1788187733.7,Highest temperature in Munich on August 31?,Munich,2026-08-31,3967433,highest-temperature-in-munich-on-august-31-2026-18corbelow,Will the highest temperature in Munich be 18°C or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",2293.4700000000003,1,23.7,23.8,24.6
1788187733.7,Highest temperature in Munich on August 31?,Munich,2026-08-31,3967434,highest-temperature-in-munich-on-august-31-2026-19c,Will the highest temperature in Munich be 19°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",2238.952,1,23.7,23.8,24.6
1788187733.7,Highest temperature in Munich on August 31?,Munich,2026-08-31,3967435,highest-temperature-in-munich-on-august-31-2026-20c,Will the highest temperature in Munich be 20°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1433.441,1,23.7,23.8,24.6
1788187733.7,Highest temperature in Munich on August 31?,Munich,2026-08-31,3967436,highest-temperature-in-munich-on-august-31-2026-21c,Will the highest temperature in Munich be 21°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",414.053,1,23.7,23.8,24.6
1788187733.7,Highest temperature in Munich on August 31?,Munich,2026-08-31,3967437,highest-temperature-in-munich-on-august-31-2026-22c,Will the highest temperature in Munich be 22°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1038.366211,1,23.7,23.8,24.6
1788187733.7,Highest temperature in Munich on August 31?,Munich,2026-08-31,3967438,highest-temperature-in-munich-on-august-31-2026-23c,Will the highest temperature in Munich be 23°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",3843.271618,1,23.7,23.8,24.6
1788187733.7,Highest temperature in Munich on August 31?,Munich,2026-08-31,3967439,highest-temperature-in-munich-on-august-31-2026-24c,Will the highest temperature in Munich be 24°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",8078.097665999998,1,23.7,23.8,24.6
1788187733.7,Highest temperature in Munich on August 31?,Munich,2026-08-31,3967440,highest-temperature-in-munich-on-august-31-2026-25c,Will the highest temperature in Munich be 25°C on August 31?,"[""Yes"", ""No""]","[""0.987"", ""0.013""]",6197.793994999999,1,23.7,23.8,24.6
1788187733.7,Highest temperature in Munich on August 31?,Munich,2026-08-31,3967441,highest-temperature-in-munich-on-august-31-2026-26c,Will the highest temperature in Munich be 26°C on August 31?,"[""Yes"", ""No""]","[""0.011"", ""0.989""]",4772.7390129999985,1,23.7,23.8,24.6
1788187733.7,Highest temperature in Munich on August 31?,Munich,2026-08-31,3967442,highest-temperature-in-munich-on-august-31-2026-27c,Will the highest temperature in Munich be 27°C on August 31?,"[""Yes"", ""No""]","[""0.0015"", ""0.9985""]",2876.0280649999995,1,23.7,23.8,24.6
1788187733.7,Highest temperature in Munich on August 31?,Munich,2026-08-31,3967443,highest-temperature-in-munich-on-august-31-2026-28corhigher,Will the highest temperature in Munich be 28°C or higher on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1367.731146,1,23.7,23.8,24.6
1788187733.7,Highest temperature in Tel Aviv on August 31?,Tel Aviv,2026-08-31,3967444,highest-temperature-in-tel-aviv-on-august-31-2026-29corbelow,Will the highest temperature in Tel Aviv be 29°C or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",736.5138999999999,1,30.5,29.4,31.1
1788187733.7,Highest temperature in Tel Aviv on August 31?,Tel Aviv,2026-08-31,3967445,highest-temperature-in-tel-aviv-on-august-31-2026-30c,Will the highest temperature in Tel Aviv be 30°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1428.0941480000001,1,30.5,29.4,31.1
1788187733.7,Highest temperature in Tel Aviv on August 31?,Tel Aviv,2026-08-31,3967446,highest-temperature-in-tel-aviv-on-august-31-2026-31c,Will the highest temperature in Tel Aviv be 31°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",6634.680494,1,30.5,29.4,31.1
1788187733.7,Highest temperature in Tel Aviv on August 31?,Tel Aviv,2026-08-31,3967447,highest-temperature-in-tel-aviv-on-august-31-2026-32c,Will the highest temperature in Tel Aviv be 32°C on August 31?,"[""Yes"", ""No""]","[""0.999"", ""0.001""]",8151.048122,1,30.5,29.4,31.1
1788187733.7,Highest temperature in Tel Aviv on August 31?,Tel Aviv,2026-08-31,3967448,highest-temperature-in-tel-aviv-on-august-31-2026-33c,Will the highest temperature in Tel Aviv be 33°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",2053.804017,1,30.5,29.4,31.1
1788187733.7,Highest temperature in Tel Aviv on August 31?,Tel Aviv,2026-08-31,3967449,highest-temperature-in-tel-aviv-on-august-31-2026-34c,Will the highest temperature in Tel Aviv be 34°C on August 31?,"[""Yes"", ""No""]","[""0.001"", ""0.999""]",1548.9229999999998,1,30.5,29.4,31.1
1788187733.7,Highest temperature in Tel Aviv on August 31?,Tel Aviv,2026-08-31,3967450,highest-temperature-in-tel-aviv-on-august-31-2026-35c,Will the highest temperature in Tel Aviv be 35°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1144.9009999999998,1,30.5,29.4,31.1
1788187733.7,Highest temperature in Tel Aviv on August 31?,Tel Aviv,2026-08-31,3967451,highest-temperature-in-tel-aviv-on-august-31-2026-36c,Will the highest temperature in Tel Aviv be 36°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1194.896,1,30.5,29.4,31.1
1788187733.7,Highest temperature in Tel Aviv on August 31?,Tel Aviv,2026-08-31,3967452,highest-temperature-in-tel-aviv-on-august-31-2026-37c,Will the highest temperature in Tel Aviv be 37°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",204.111,1,30.5,29.4,31.1
1788187733.7,Highest temperature in Tel Aviv on August 31?,Tel Aviv,2026-08-31,3967453,highest-temperature-in-tel-aviv-on-august-31-2026-38c,Will the highest temperature in Tel Aviv be 38°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",285.995,1,30.5,29.4,31.1
1788187733.7,Highest temperature in Tel Aviv on August 31?,Tel Aviv,2026-08-31,3967454,highest-temperature-in-tel-aviv-on-august-31-2026-39corhigher,Will the highest temperature in Tel Aviv be 39°C or higher on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",275.99899999999997,1,30.5,29.4,31.1
1788187733.7,Highest temperature in Tokyo on August 31?,Tokyo,2026-08-31,3967455,highest-temperature-in-tokyo-on-august-31-2026-25corbelow,Will the highest temperature in Tokyo be 25°C or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",6796.914281000001,1,27.5,26.7,28.4
1788187733.7,Highest temperature in Tokyo on August 31?,Tokyo,2026-08-31,3967456,highest-temperature-in-tokyo-on-august-31-2026-26c,Will the highest temperature in Tokyo be 26°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",9566.439550000001,1,27.5,26.7,28.4
1788187733.7,Highest temperature in Tokyo on August 31?,Tokyo,2026-08-31,3967457,highest-temperature-in-tokyo-on-august-31-2026-27c,Will the highest temperature in Tokyo be 27°C on August 31?,"[""Yes"", ""No""]","[""0.9995"", ""0.0005""]",13853.755250999999,1,27.5,26.7,28.4
1788187733.7,Highest temperature in Tokyo on August 31?,Tokyo,2026-08-31,3967458,highest-temperature-in-tokyo-on-august-31-2026-28c,Will the highest temperature in Tokyo be 28°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",8876.623801,1,27.5,26.7,28.4
1788187733.7,Highest temperature in Tokyo on August 31?,Tokyo,2026-08-31,3967459,highest-temperature-in-tokyo-on-august-31-2026-29c,Will the highest temperature in Tokyo be 29°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",9457.169877999999,1,27.5,26.7,28.4
1788187733.7,Highest temperature in Tokyo on August 31?,Tokyo,2026-08-31,3967460,highest-temperature-in-tokyo-on-august-31-2026-30c,Will the highest temperature in Tokyo be 30°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",13603.791341,1,27.5,26.7,28.4
1788187733.7,Highest temperature in Tokyo on August 31?,Tokyo,2026-08-31,3967461,highest-temperature-in-tokyo-on-august-31-2026-31c,Will the highest temperature in Tokyo be 31°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",8097.456737999999,1,27.5,26.7,28.4
1788187733.7,Highest temperature in Tokyo on August 31?,Tokyo,2026-08-31,3967462,highest-temperature-in-tokyo-on-august-31-2026-32c,Will the highest temperature in Tokyo be 32°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",8114.2900930000005,1,27.5,26.7,28.4
1788187733.7,Highest temperature in Tokyo on August 31?,Tokyo,2026-08-31,3967463,highest-temperature-in-tokyo-on-august-31-2026-33c,Will the highest temperature in Tokyo be 33°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",2567.280141,1,27.5,26.7,28.4
1788187733.7,Highest temperature in Tokyo on August 31?,Tokyo,2026-08-31,3967464,highest-temperature-in-tokyo-on-august-31-2026-34c,Will the highest temperature in Tokyo be 34°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",195.002004,1,27.5,26.7,28.4
1788187733.7,Highest temperature in Tokyo on August 31?,Tokyo,2026-08-31,3967465,highest-temperature-in-tokyo-on-august-31-2026-35corhigher,Will the highest temperature in Tokyo be 35°C or higher on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1409.8878989999998,1,27.5,26.7,28.4
1788187733.7,Highest temperature in Hong Kong on August 31?,Hong Kong,2026-08-31,3967466,highest-temperature-in-hong-kong-on-august-31-2026-24corbelow,Will the highest temperature in Hong Kong be 24°C or below on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1177.941,1,29.5,28.9,29.8
1788187733.7,Highest temperature in Hong Kong on August 31?,Hong Kong,2026-08-31,3967467,highest-temperature-in-hong-kong-on-august-31-2026-25c,Will the highest temperature in Hong Kong be 25°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",167.99099999999999,1,29.5,28.9,29.8
1788187733.7,Highest temperature in Hong Kong on August 31?,Hong Kong,2026-08-31,3967468,highest-temperature-in-hong-kong-on-august-31-2026-26c,Will the highest temperature in Hong Kong be 26°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",1552.2570030000002,1,29.5,28.9,29.8
1788187733.7,Highest temperature in Hong Kong on August 31?,Hong Kong,2026-08-31,3967469,highest-temperature-in-hong-kong-on-august-31-2026-27c,Will the highest temperature in Hong Kong be 27°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",5196.757278,1,29.5,28.9,29.8
1788187733.7,Highest temperature in Hong Kong on August 31?,Hong Kong,2026-08-31,3967470,highest-temperature-in-hong-kong-on-august-31-2026-28c,Will the highest temperature in Hong Kong be 28°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",16335.437290000003,1,29.5,28.9,29.8
1788187733.7,Highest temperature in Hong Kong on August 31?,Hong Kong,2026-08-31,3967471,highest-temperature-in-hong-kong-on-august-31-2026-29c,Will the highest temperature in Hong Kong be 29°C on August 31?,"[""Yes"", ""No""]","[""0.9995"", ""0.0005""]",41841.61796100001,1,29.5,28.9,29.8
1788187733.7,Highest temperature in Hong Kong on August 31?,Hong Kong,2026-08-31,3967472,highest-temperature-in-hong-kong-on-august-31-2026-30c,Will the highest temperature in Hong Kong be 30°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",17230.855627000004,1,29.5,28.9,29.8
1788187733.7,Highest temperature in Hong Kong on August 31?,Hong Kong,2026-08-31,3967473,highest-temperature-in-hong-kong-on-august-31-2026-31c,Will the highest temperature in Hong Kong be 31°C on August 31?,"[""Yes"", ""No""]","[""0.0005"", ""0.9995""]",13543.507933,1,29.5,28.9,29.8
